,Video ID,Video Uploader,Interval between YouTube Establishment and Video Upload,Video Category,Video Length,Number of Views,Rating on the Video,Number of Ratings,Number of Comments,Related Video IDs,Number of Related Videos,Video Popularity
1803,bySctQSPNfE,RevolutionOfCG,1087,Education,246,2762,3.69,29,58,"pXvq1wu-LiI,hhiR9h-p2oY,QusupSoInQQ,JC6Xyuk_kLI,ibdP-pHs4s4,qTPNECnEHbs,VUbUBTlmAiA,MlTm26ibUIM,Oa694xco0lE,RpB0qrBy-RE,DDvrCQLgusY,PqAjIb7QZtY,jjXyqcx-mYY",13,2852.69
1804,rleUPHX8yfM,slatester,1078,News & Politics,96,57902,4.74,248,111,"XmJVTao4X-Y,vCZ731KCbhk,EADrdg3Iu9U,ULxxBz-PAjg,g9ofG8AH5f8,1uIdVPvYxng,_MV_mKCtiIg,_u7XpZxBkbk,SCCWQspoSAM,6h3G-lMZxjo,JyWJb3Bj7Kw,3gwqEneBKUs,KG65z5fFLkw",13,58265.74
1805,rQM1KU36Zfw,MaangoMaan,1135,Entertainment,163,213,5,5,1,"L2Keznh9-Zw,R3u7aLF7JHs,gHgktCXICPQ,EBBli9fgjUc,2RIx7vDEGus,-JREuvxyviQ,AbxXiSXFUe4,RsYi8OPX2X4,Q3MQfLA4P30,-u7oFkpWgWY,3xwesSyqnJU,QRj-9gKM_AY,dQI5q1zAeIY",13,224
1806,L2Keznh9-Zw,eleveneggs,1134,Science & Technology,69,2886,4.55,49,24,"-u7oFkpWgWY,3xwesSyqnJU,QRj-9gKM_AY,tAHmDY6RsbY,72c8YUNusEo,dQI5q1zAeIY,NdpHX1qNk7E,NNavV4I1f9o,MdaYyImZ8Cs,ikzD08m_ccs,arW3TFrAL3A,udnPyTGWnCw,RzxLFZVQI4I",13,2963.55
1807,R3u7aLF7JHs,BrownSugaWynnopsmb,1134,Film & Animation,78,1321,2.14,7,11,"-u7oFkpWgWY,3xwesSyqnJU,QRj-9gKM_AY,tAHmDY6RsbY,72c8YUNusEo,dQI5q1zAeIY,NdpHX1qNk7E,NNavV4I1f9o,MdaYyImZ8Cs,ikzD08m_ccs,arW3TFrAL3A,udnPyTGWnCw,RzxLFZVQI4I",13,1341.14
1808,gHgktCXICPQ,AlbaAlbatross,1105,Entertainment,202,5115,3.03,59,88,"kKqFF7KLVV4,ufPNdjQ4Azw,E7DDxypbgUE,EBBli9fgjUc,iVOxxr6dhcU,2RIx7vDEGus,hf_dkgYGURU,SuasarblOO0,7yjBFsYk7iA,IqZzqkcHpvE,1-7zr4WLF44,4xE2jX3ai3Y,vMHGnD53c1Y",13,5265.03
1809,#NAME?,wowhobbs,789,Science & Technology,599,130952,4.82,646,695,"2RIx7vDEGus,EN7KfJ7ZKXc,bbh54CIGCj8,-u7oFkpWgWY,101yB_D9gzs,4kSplVwaqew,wH22Jm-aIt0,udnPyTGWnCw,IGh2CY0fOKA,HtvIYRrgZ04,NNavV4I1f9o,6e19e9vg0Fs,vB1pwmGMie4",13,132297.82
1810,2RIx7vDEGus,wowhobbs,782,Science & Technology,262,237597,4.75,605,349,"U4tGK-kfTRc,EN7KfJ7ZKXc,Oh1tXCSgmK0,arW3TFrAL3A,NdpHX1qNk7E,cLYrFR9RT_U,bbh54CIGCj8,MHuAb0s16hk,b_H3ENuIOBY,_f3tqSSqnlc,6e19e9vg0Fs,-JREuvxyviQ,4yJ7RQtogNc",13,238555.75
1811,EBBli9fgjUc,arud45,1094,Entertainment,414,987,2.86,7,12,"Q3MQfLA4P30,ax0JxKeCJEk,sJL35OHZeGA,AbxXiSXFUe4,ekT-W5l9unU,1qC1BQSNidQ,Ck9smOWljig,73L5ECgZqLM,0RMVDzOE6WI,Bsxerdftpik,nHhfhdLdIsY,fDLHKkNPSPM,-JREuvxyviQ",13,1008.86
1812,0RMVDzOE6WI,Blarfterboy,835,Entertainment,466,42257,3.75,68,158,"KX0F4CSfbg0,hYec6hmfOs4,E6bG_WuA8MI,U4tGK-kfTRc,NpKS8JlrfdI,EOzWVnkn24U,PkMozEWpVfE,5EFZsX4_HHQ,beLXIaxAKhw,AHqPsc42nqw,JBkseXm70F8,XV5gf1Pzvac,EN7KfJ7ZKXc",13,42486.75
1813,2TMgyJbh-Es,BerserkFrenzy119,852,Entertainment,147,16426,3.47,43,73,"a1OmjU5422k,tsfHAVuUBl8,VTGor97h8Ts,BO1EvY7GfCY,7OVTRKqK-1o,K2f0aGMAx7w,M240GgR0rqw,2zkswIrpFBI,bbh54CIGCj8,KX0F4CSfbg0,rHo7BHo3CJQ,lYdBN9M8lDE,VniYtGzr-qo",13,16545.47
1814,KX0F4CSfbg0,Blarfterboy,809,Entertainment,200,33065,2.91,96,120,"0PNsQEwvTrM,0RMVDzOE6WI,psDEy7dxTO4,lWSy0LsG718,UpRCz1xnNf0,_0Qi3_aMTJQ,-chFf76GcxY,2XxmzJsCJO4,P18dlK2d_lE,cbR8Y1T3RgI,gQwno9Qr5A0,bbh54CIGCj8,EN7KfJ7ZKXc",13,33283.91
1815,roDEEYA2XEU,PannaLogic,865,Entertainment,62,12583,1.94,18,44,"7OVTRKqK-1o,xfPraPfklgs,2TMgyJbh-Es,cT1iNzEMZPw,lcvHOzYBKjI,UsZ9xxhxONU,K2f0aGMAx7w,JKD46KkurfU,ybeWN7K0n4k,k5PVYVvZ7b0,rHo7BHo3CJQ,2RIx7vDEGus,BO1EvY7GfCY",13,12646.94
1816,lcvHOzYBKjI,PannaLogic,858,Entertainment,10,5022,2.07,28,22,"7OVTRKqK-1o,jHjFxJVeCQs,K2f0aGMAx7w,BO1EvY7GfCY,X9bnoPXdFnM,VPSdJ26Wia4,rHo7BHo3CJQ,Rv0vbEGW9_A,VWyYhGwXNLo,viIra7FQiAQ,1CkYHOFTiwA,dBfDBdcDZeY,bMa8xziTGHI",13,5074.07
1817,7OVTRKqK-1o,PannaLogic,861,Entertainment,21,11786,1.96,24,24,"jLcemXQQ2Rw,roDEEYA2XEU,tsfHAVuUBl8,K2f0aGMAx7w,LvqbK27nsEk,UiTPipUYH1I,fDmqPqOBSHU,117HgMaSMXI,kGAhCB5pl-Y,DvmtbH6W8UM,2TMgyJbh-Es,dBfDBdcDZeY,o7fXbcHspcY",13,11835.96
1818,#NAME?,WHATTHEBUCKSHOW,805,Entertainment,264,25198,4.81,1554,499,"BO_r41983ig,VmWV7cJypBI,WmB4YujbPA4,7qTLd8luvpE,aCKuVcclyv4,PkKH6LfL77Y,o85pu9efjj0,C1q3rswA0p0,0NxgsYrPFfw,ZjHMSE7-oME,TLgzxvQ_XQ4,ViRVHmCacvo,zB5LB0xAPoo",13,27255.81
1819,M934MHTI58Q,peron75,1039,Entertainment,299,31038,4.86,1707,955,"T7zIQewhRUk,snx_X4zDeH0,OBWIfP7t-hc,pCUKwqoMI5M",4,33704.86
1820,S-2SAlOn0A0,WHATTHEBUCKSHOW,1047,Entertainment,269,174625,4.75,4803,3074,"pCUKwqoMI5M,bWv7Kfq7lUM,WYjUWSfj7fE,irUE2WKs9D4,x-U4R-weCrQ,bepHFkvapes,wvv1eC4TaIM,HTN6Du3MCgI,ACgXr1BP6yA,syRrtDqSOZo,qJaS6zq2YN4,C1q3rswA0p0,p_tWeFFPKGs",13,182506.75
1821,Z-LigSrrpts,peron75,960,People & Blogs,422,25622,4.82,1872,811,"F7oBBBAAS9o,NUD9kAMhLPs,_5rbeQIvtF4,QfDs95ZSxrE,7WK4k8-ix4Q,hTwwiYCdyqE,LdYVAqKYI8s,C1q3rswA0p0,PyNrzLX2igQ,DUZYcdyPlpo,LDKic_wFk5o,Eqq6RUFUWz0,gGRPNObuN_Q",13,28309.82
1822,eZ6LhidwJQA,acousticnathalie,990,Entertainment,133,2148,4.75,52,17,"p3u-lbLURT0,e3Gw-U0Q9MI,7qTLd8luvpE,tQZHT3nRgzc,pB5WWVqydkM,kxKzIfzUmqI,-aj7rEOWOSI,qzcXPdYXSdo,hYygpNcMDdw,nOL6gFH0kEQ,Zod97YSxM-I,02BXFHaVuaA,QlHH0Ua84Nw",13,2221.75
1823,JbMLT2R9lfI,BeeVeeStudios,1059,People & Blogs,149,265,5,4,15,"NAwf3HMQ_S0,0c6jHxuggCE,NxMMa4EkUVE,VW4sf0jrsfg,xUvGTobmofQ,SdAANvyapCc,6IXGRvPBZ9E,E0LbW96UXZw,R-c9i4E6b6c,v68tOOip9X8,9gOda6LOj4I,3SEMJeZNRqo,1DPM_ImdezM",13,289
1824,UGVeGKZbkQI,peron75,976,Entertainment,394,24332,4.88,1174,577,"HdnQ_4dBrOM,QoEez-nn0vw,Eqq6RUFUWz0,L8vlDUIC_vk,S-a1vpnYLgQ,s-6eTWfl88I,T7zIQewhRUk,pCUKwqoMI5M,PBIpmvQCeE4,K3UQ0OuQLhs,F-RsqOhU35I,vR9y7kdCiKk,qurbZ5e4oNY",13,26087.88
1825,cVhKinTKg8s,peron75,1088,Entertainment,392,115240,4.81,3316,2749,"lweBDWnAuug,h4gzzoUucZY,VfTXd1XQapU,pDmpHe4TZfw,pCUKwqoMI5M,0NxgsYrPFfw,Yd1Oe1LELcc,3OMg4XWiG5s,wjZ_t6P3IMk,pwEZH0Y6XqY,gsxhbxgFDLo,snx_X4zDeH0,7xzSoePWhsg",13,121309.81
1826,Gfal82Czx8c,peron75,1071,Entertainment,442,22114,4.87,1248,688,"pDmpHe4TZfw,eIChjBlAHd0,eP12sJC3l14,ViRVHmCacvo,bWYKZ-Ht8Zg,pCUKwqoMI5M,PCNTkVMNjdE,ktVIy2uh_uo,GAAwQ72jgZs,E5AoBnjwdjo,ranUOB2WJH8,JRNk3B3U4rc,o9AVeAH9yKo",13,24054.87
1827,1wf7sCYA7Lc,peron75,967,Entertainment,357,41308,4.86,2363,1332,"Gfal82Czx8c,PyNrzLX2igQ,yCalrn1Xfmo,HdnQ_4dBrOM,PBIpmvQCeE4,QfDs95ZSxrE,WMdn1Gp94j0,UV5S3G_a6uA,L8vlDUIC_vk,VfTXd1XQapU,7B6_Cp9CsP8,TGMx-7_0ZVs,JErXGN2ZoGg",13,45007.86
1828,ViRVHmCacvo,peron75,1085,Entertainment,425,20138,4.84,1153,602,"lweBDWnAuug,TcefXUe2q8g,c-i-Gbhdr10,k9izS4Ez9LY,MvmOqmgauSs,gsxhbxgFDLo,ZjHMSE7-oME,T7zIQewhRUk,bGlM5XKOojI,Gfal82Czx8c,3OMg4XWiG5s,r_HtWrgVMoA,3RdrQy0j39E",13,21897.84
1829,iHpfFAMy0VI,WHATTHEBUCKSHOW,1112,Entertainment,290,392427,4.38,14529,6596,"dAfpDCQL4do,-ZBoPlCzuRY,yGPqUQjg9kw,TYxbGgeeVmI,8JUvbJekM88,gYBYurxVL_s,cXl_co6Wvoo,QoEez-nn0vw,GZKpnyGoV-M,G1rTJoP-BMw,fmHpPJMB97c,U6mHby25fGE,VcCfflhvJ8c",13,413556.38
1830,2VQtXEKKAwM,peron75,1122,Entertainment,226,100788,4.7,1317,2960,"ULph5q6OfrY,fT1aOWPCFds,mySDeYuJn2M,pDmpHe4TZfw,cXl_co6Wvoo,POaJDpA9pBY,7qTLd8luvpE,2DTjLG3usQo,dEKBgFHOwVM,Sluaw3EVdFQ,3spH59OitC0,oZ28P1LCbZE,yu4GGV75BWU",13,105069.7
1831,F2BLy8KyWgQ,ThaATXBalla,1055,People & Blogs,338,260,5,1,3,"DSkiEfIb3JE,O9c1ZFIs2ds,gcZkMO0-fSo,ZoyVWyhuxw8,6kzzeDkaNnI,iH6cleJKpSI,COG_MUxR6PE,9xdSGqr8Y3A,OKy_koR3tgg,BxmFTmX1CIs,AaxVYoKSfxE,T-aA_YkRWYI,Himw-0Nr8X4",13,269
1832,2r_2AJ1u46k,bossiejohn,967,Music,311,207,5,1,1,"wWjX4KEX_lE,f9BOjSROk8I,m8e46G252Ls,Ah-y6Xfk2Tg,gcPtW5eZNcI,tHIpXm41EK4,N1lVUINz2U8,obwuOjWpOVE,3NiFGUYPFWE,TjUErPxCRMY,UxJrQl3m3QQ,4MRUybiWo1U,w5g0gntMV3g",13,214
1833,SpBq3fNxg9I,PetrucciFever,796,Music,262,16576,4.89,314,351,"KEdRaOAIaoM,He9-p7f3DEA,jXr-tactIjM,mABTVsKHwVM,06f2Qku8jKU,GzFyr5ug_FU,HMJuMhDNPuU,4TX_pKBc0TY,g0o4YZSXzeM,ya0xEpiPZBA,gcl1tXsK5nM,W8Ie46hDD_0,C7mJw0CNiN8",13,17245.89
1834,WzJS-2QZVzU,bossiejohn,1066,Music,539,173,5,1,3,"XoM-raIbkH8,6Yb4ezbBc3o,iJL9ZQhLPQU,ZTQolymKmDA,emR3Ga6eFGI,WAc9U0hy_90,6PyMtXhqBhc,qgq8GW4tgUQ,k5ru0BxJO74,_XSsiys76U4,wWjX4KEX_lE,wv36W959A1g,dWhYCPA9phw",13,182
1835,I9TawEnKFpU,bossiejohn,957,Music,286,458,5,6,2,"NXRX3MEqtso,CfNdFEKAmYY,BNor4D52lO4,ph4YXz3-aXU,4s9U1C4Wgz4,NKF71ODuSFY,HU0ggX7-Sc4,b9KUmdARuD4,B1em4jW1Ll4,0Yst29kqv0w,zm9csFPupLM,eOokUB_kuYI,4MRUybiWo1U",13,471
1836,ctaqi25wFts,POCKY2001,913,Music,220,9257,4.86,28,6,"U8HRPDMiTMU,wsIE46awowQ,O5R9CaIOhvA,n1IPUcHL1EE,hk6OawahPsg,Fk-CDvPBoxI,CLTOxbgOeiw,Go2GTKsjFtg,usHTgL7AQkU,jyEIziHa7aQ,9PifssS5NRE,mayRZosK2NE,6jrwz6x8-o0",13,9295.86
1837,W2npknPstE4,pablo9000,1041,Music,278,1144,4.33,18,14,"WLcB8_uncRw,Up8KvQ8v2Zg,BJewlLxdLLo,9PrgNpaewHk,JYKn_Lv-Wmk,6GWEnCuPEso,RyIGspFz42w,IhwP3kXShbc,jJN7MiX8HQQ,sycwq_nBmfs,I6NB238SrTk,hDcnMKc4kpw,_Q_iO9CRs0Y",13,1180.33
1838,mABTVsKHwVM,DMKego,697,Music,246,3936,5,13,9,"ml6VmPTSp4M,4Krcpial6t0,1rbmL_VwR04,n8re3MiaXWQ,uBrj96E4z_U,mIIqLYSU8Hs,H3vrA2kLw60,UlMHQJzcXv8,vbMXPsmyAiI,foa0ACozClU,a282ar709NE,YZ72AiW6Yb4,2IyTLMhUCL4",13,3963
1839,e6KyyNKwHdA,francotenelli,874,Music,583,2779,5,9,4,"BV76afP427k,jAcnXzVrkMI,Dp2dYy9NHtU,tB3d9qP2IZs,XeXQz_k20YI,3VgQN6Npxi4,nPOwuzbme4Y,6Mn77z9yDAU,Qk1p-rYqg40,csJeO2ydLWs,xPicVhMmcq4,uxH9vPq5vXg,OrQC1yTO0MU",13,2797
1840,YhlePZ0H-JE,lordbadass666,1095,Music,270,103,4.75,4,4,"NvlyJUNQ30I,-XQbWXk32j4,44QhaTwZc0o,wNpzySRSvZw,zwbw1pNHRjA,4dQpZaggJD8,0CRshqrj1G0,VYNUXSgj-gY,d9ttOak0AyI,7yQAhuY0B2I,ePP9vIXVUAs,wjbkp7vUtHE,F42Pd8E8vRA",13,115.75
1841,K7EOU148B-Y,capitalchaos,809,Music,281,29940,4.44,62,81,"9ru-J5ofh08,PaQISfBteCc,nz7YHy0hKp8,0RLJ40Kj7xY,npYev3RqpUc,9Zwh4G3t-vI,A73OaWT0wAI,Qk_L1drrzJY,zPFPRSZDXp0,7R3IimbaQk0,KBJPexjkhWA,n0JBKhbvevw,iyI7Gtd6ppA",13,30087.44
1842,rVq_zesQVqk,admstyles,517,Entertainment,162,10753,4.38,29,103,"ZZn1U1BYGDg,txWdOv27iVw,kM-A461JfW8,5ekOJ3CqSlU,No--fWzrQno,EpoqOHwyGQg,nyOgsLSIpKA,SLUmLIfe6-Q,Qt_JPqxHxS8,WrTdhPgfN1M,xO4G3rTqHlI,vBjGRO2nYeY,Wk1sFy9NQ34",13,10889.38
1843,ZG5AIKCsDh0,floridamusiccompany,925,Music,365,22688,4.56,9,10,"kJhyuuIj__A,57hqPPKxsyY,jt0UW9DMX_E,tsoXhATJsRA,SvuWvAy5eaM,1Hc00RpACf0,dYbPpWG7EeE,35q1j5csAGo,Cpw8rNZ2xVA,PIxv0IyBKRg,BsVB0ZfNf8M,nlEmzY3E9fc,pUt5d-C-jtE",13,22711.56
1844,mjgrx-m0Z6c,planetmusicsamos,1024,Music,498,11358,4.65,17,15,"ouk18F7eKFs,otKqprbdVO8,X5bQx-jUDFw,60M4Nzz51Ig,4xCyyl8PBHs,uSqMj5gsiS8,XqPPNJTqhrI,yv0n2t9xs80,WppwGogsrUI,h1w-rI71g24,MXti4y0uPOA,cLIdQI96qkw,Z3s1DjQMJe0",13,11394.65
1845,X2PH8Zg2tII,Magnoodles,764,Music,83,196,0,0,0,"j9CKAF2MS9A,FFHTV5HgTZc,1l8zZBEuP-Q,L3AonFoP8UY,h_5h1Gxwu5Y,4KiPLaAcy6Q,oqULdub7w7M,zf7jX5mTnBE,FfamOE6RdiE,f8Kis0eFqss,yj0ORbk37pI,0PYJRh10JKA,KdQkx2SKP1s",13,196
1846,F1eVX4rGCRU,TheGameOvais,1123,Film & Animation,450,1890,4.85,26,26,"s9RHbJaT_Zo,RbBNqNaZVc8,SXo4qmgF-nY,PjamEFbklZo,KBAIp9lN5gI,THy0r3_2suE,YuxkTfhMHOM,OhdC8FK-iK0,NAcyCv2AMys,Bb7CfNVNTjE,-0bJ9j642yw,-7IQSBTs8qY,MJqOB5YBlhk",13,1946.85
1847,XHCQYUvWgTw,gitarr66,659,Music,571,2257,4.64,11,11,"EhHIR03qvPk,nk8LsxGwHrA,m_bsRFYog-k,WOHwjsxV3C4,FwwhWge6tIo,lkymn83webk,cnFSaqFzSO8,7omYv89SGAs,tFIWP2GXGaY,DUC8l9ckNlA,I0mQcwHIBos,ls71qQYKx_Y,0zqt5S3oFXA",13,2283.64
1848,hpez2qiTjH8,jamesmorgandavies,988,Music,254,56,5,2,2,"VVwq65jTxNU,oBOz3hQwMNw,d3D7I_jzq-8,-MkiKSoNybU,Kz-XQFA1RhU,sP1KruNeQII,_OA9xmbsfFg,k66epna2Sss,_zqr6zOfTFo,A2CI5HqKYgY,dqOfRt2LbBg,TiP2-i1bXrk,S04zVqLWTO0",13,65
1849,yCkYsC20rys,1mcsource,859,Music,600,2216,4.43,7,3,"cpfTsCMTscg,yEm5TVW7n5Q,ZAR9hbKAFvI,JoWaJj6lbl8,a1TR4R1Mmso,cn6St6DKq88,Fwu7SnLQ3lU,9yw2CHmmFrE,mhdOHwdjhKs,WbPvPtxNueY,Q9X-ICiXMwo,7JXNQqyinDI,KfuzlnSCa_4",13,2230.43
1850,XBK43wy_ErM,ThaATXBalla,1054,People & Blogs,146,130,5,1,3,"j-YX0rVBy-k,9xdSGqr8Y3A,uKBz9yfgpfI,D-Z3MzbeJrA,n5RfFIai-Qo,8L4anTdZYCQ,Db9FbOdG4Qc,j2eX5efoZXY,DSkiEfIb3JE,F2BLy8KyWgQ,NVIY7O7LY40,4uB9V9fkWbA,yU9DuUOZAdo",13,139
1851,YhVhcNTT5GQ,Doki66,1093,Film & Animation,49,69234,4.6,792,647,"AUaWCcDlI5s,vAai8P48eyo,dxLsqHuxP5s,omHBynjncoQ,zRtJfRyB9Dc,I-rWZ88AnVQ,YtXFudBlCCc,ke6P5qF072k,M3iOROuTuMA,kb15dMOnXNs,NlpNtfegjPk,ONpUAavRa8k,oIjKfb8gTOc",13,70677.6
1852,-2kiDt7BwvQ,Doki66,1093,Film & Animation,78,46965,4.77,223,168,"YhVhcNTT5GQ,dxLsqHuxP5s,YtXFudBlCCc,-AS8r_V4Vq8,I-rWZ88AnVQ,D7EFbvwKpV8,8S3ZP6OT0Yo,Q2yRdRG38ks,Lt94D0mymL8,kb15dMOnXNs,eocBZPHAhfM,8Q3zKrOsGfA,wiwmYjk9ARA",13,47360.77
1853,FRUoKRXc4NM,crustybass,644,Music,298,42148,4.83,151,83,"Ym_g5n4fpRw,Ky3XkB_qWSk,qCXwcVH6mtI,-AS8r_V4Vq8,0Agxi21STJY,UwAktiDGkXc,lUI_q1zeioo,W8VKsFU9eNU,30w8DyEJ__0,k_5QrRrVoQo,M7TWDNqSeFE,d3w5CAUpjhU,HJFuuikIVeY",13,42386.83
1854,U3No7ogm6mg,Katers17,1115,Comedy,162,30468,4.44,694,724,"4pgqslglejA,0of-P_ETVVw,-AS8r_V4Vq8,kDzKkDmCXcQ,ltkNlM6ofrE,8S3ZP6OT0Yo,Ma23wSZ4dGk,nmxgKkL80lk,pD57P-Dyar0,OduI8hAco-I,mkU9PPX82Tc,fDSExVpEQLs,ZWiHIZe-fo4",13,31890.44
1855,hY10qiOod4Y,deedlebag,886,Music,164,241087,4.89,1096,1302,"g3kU4BPmVU0,aQMve5zN5Ko,apyaaXw0Eck,oGq4tVsciE0,gJq6t78-Itk,P2ofsvi3MI8,OL8nonY4QI8,zWdLYybMT1o,WR7KSwjJajw,m5CPty0K5Cs,7uVYv7vwkmk,mtnjmZV62oI,mgfMB2GLOe0",13,243489.89
1856,6R1wmClXIJw,crabapplestudio,881,Film & Animation,357,4617,4.58,31,18,"U1trkBh92bk,don8KHvuTV4,Z1Q7cP3ij5g,Zf-e5ZDfxfU,Qxa_I_GGe8k,Eva6BdJwN4A,9nXR7aq3KAE,6fEaHkzIxQE,MmIo0X3WnoA,oXiX5t0otOI,CgDcd8jZD24,kPtpvs70Pws,4g6y6SaQICE",13,4670.58
1857,CyoGq79AYRA,thehilldotcom,1127,News & Politics,535,59318,2.09,237,453,"6RIQIa_8AVI,clpsHtxaEPE,SRqjVU0dyxM,IykhKEO2Shw,87ZTAJmjYUU,a1sPlGfpAiE,atsnLRQ-8gk,d-W5lOEKiFI,vukcu920V9M,IuyVxVWLhgk,QXkKKBljkWU,-AS8r_V4Vq8,6T6uhhJI1ag",13,60010.09
1858,qDM2br8uYyw,hotforwords,1115,Entertainment,201,136993,4.67,1401,428,"LV8DyqwN-d8,Lyg7IJ-_0F4,ec2S4VyslkA,P3RZfbxNfj4,peiFfTMhvRY,Nt9jvOk2ZcA,fv2_rSCnBQQ,hBQlU0vdAuA,TJQKmCT4XL0,g_iJo5NnBc0,PhuExBHFjhs,hs-euGPE-FY,lXpdFn3mz24",13,138826.67
1859,Hb772GZNrDc,detroitartistdotorg,1128,Film & Animation,4,925,1,3,3,"PBJM3S56IHs,vTowCmUMx0k,CyoGq79AYRA,DAJt48kQo_Q,GPln-nJQifU,wXqcAi83a-I,-XjaImfQK6U,oTXFFimuHw0,eo_3nY_3LWY,cFHFVWsawbM,o9zUera7x2U,VgE7xbsYYb0,N0RwmJyH2Fc",13,932
1860,eocBZPHAhfM,Doki66,938,Music,161,149442,4.57,371,466,"iyswNeoyj2E,wfa8W5oMRoY,smGIswITvVU,JKn8vRYUfSs,Gmju6XDqIa0,7RBelz8BgX0,L9GP4cxHlUc,BJebbcddhtg,3dnwAjSymK4,46Rs894pNDI,y1zKCMb9stc,L4PthyDuFbk,gO1qffIHR6k",13,150283.57
1861,87ZTAJmjYUU,creamofcardstv,1125,Pets & Animals,82,72041,3.68,250,123,"WoLcO2VXcCU,wVBiRqKj6j8,swKrHEeOj9c,XU2EtLHVoiI,B3lFtQ5i_ag,CyoGq79AYRA,6RIQIa_8AVI,7bcV-TL9mho,PC4HhI0bK4c,LRW9CRgL0-Q,vukcu920V9M,Ca6k1SguZKc,YdybQu7XEpM",13,72417.68
1862,IuyVxVWLhgk,StephenORegan,1126,Entertainment,882,50863,3.91,70,101,"aeP1Rzua5Zg,zKk96qTVonw,i8jhVDHmfXQ,342u0QGVoAc,Ak1QzOTyf3M,19UoxGFP18U,K7GvQvgWX4o,CyoGq79AYRA,0oL1uge8X6U,3DYgP6x6uWk,87ZTAJmjYUU,JPr-4jPMr5g,7y-nIr8QniI",13,51037.91
1863,YtXFudBlCCc,Doki66,564,Film & Animation,298,51872,4.79,289,202,"cqi5F5MqqTQ,-2kiDt7BwvQ,XW8L7O8qGgg,T4724R6mR18,YhVhcNTT5GQ,EfAqNprqdZA,-AS8r_V4Vq8,zRtJfRyB9Dc,bRMfDbm7nFo,cOU9iCmKL6o,e8ZXpYUMiP8,DkWLYe01GXU,y7o9hF2XUHY",13,52367.79
1864,ONqgaVU_XPk,VancouverFilmSchool,1087,Film & Animation,140,1303056,4.43,3172,1709,"u30z4a_j2d0,xrgmoPotixc,_tF-DJoBxDQ,z8B4WB4j8uk,011Xn0vjVHI,mYIarTjO1fM,G67qUno5lDo,fsVui1q_vdY,xIhPdbLD26o,SXAR_TcOEqA,STrX0yRl9Is,aZB0no_RCMs,2eGGiPFGsJ0",13,1307941.43
1865,vukcu920V9M,jetsetshow,1122,Entertainment,410,94981,4.25,170,104,"nP6CNV_cqjw,mjs6FEP6vzs,76XTLBEkMQU,hGIoEOA5bvU,3FQ21cMs8bg,a-A5uc9DSUc,aT2YlY5n2-s,wcxTDo354tc,8S53nvkTiB8,J7f5MRkJho0,ZVBGzaB7nSs,Tiqs6dSHnwY,87ZTAJmjYUU",13,95259.25
1866,eTzIVVmNXeg,13thDimension,1125,People & Blogs,216,21348,3.8,20,18,"QuymNdkUc3E,i-xDQZK9NsI,u9AE8QQfx_E,vukcu920V9M,bsGEWHNJ3s8,uNS4pV9Pls0,87ZTAJmjYUU,mVuhWA8EVMo,bxfpMGLMZ7Y,CyoGq79AYRA,-AS8r_V4Vq8,cZJthnoB6as,66w7a1U1f-M",13,21389.8
1867,QSiF3UN1SFg,bunsandchouchou,1105,Entertainment,261,22234,4.51,74,39,"CJPDGDFKsFQ,NzFSEOiE-CI,hzmN4vIJev8,PGkQkVQt7ak,P5GaKLDOKZI,a47im1U9HHo,kqeNIs-8ClA,vukcu920V9M,m2sXe8DJVxg,87ZTAJmjYUU,CyoGq79AYRA,wLgrAxXn39U,6RIQIa_8AVI",13,22351.51
1868,mxu3MluKl8A,WWF,1036,Nonprofits & Activism,180,77313,4.78,235,345,"HE3WPIKYkuc,C9GRh_9sQBw,-qczUcQ-VjM,mS7eBwEHQS0,bh43FNFI8TY,PQF6cBqSBS8,sNP8usIxHKk,ywldS2odw_g,5vL--hesPJU,NnYrtsDA6Qk,77O0jkIwaa4,Boi0ybwiTQ0,priUvsQKSjQ",13,77897.78
1869,UcHz6Jv4l-g,wwfaustralia,1031,Nonprofits & Activism,184,80967,4.6,193,149,"HE3WPIKYkuc,C9GRh_9sQBw,-qczUcQ-VjM,mS7eBwEHQS0,priUvsQKSjQ,NnYrtsDA6Qk,bh43FNFI8TY,PQF6cBqSBS8,IesIgJ8mT_w,z9xwO5NCXaA,GZ_mP-I0ayw,o-VdEgd-lPs,6GKb5a673b8",13,81313.6
1870,mS7eBwEHQS0,tvbodaga,775,News & Politics,202,12623,4.45,20,57,"mxu3MluKl8A,bh43FNFI8TY,UcHz6Jv4l-g,HE3WPIKYkuc,CVWFxDtERn8,3Xuju4UIx_M,z9xwO5NCXaA,77O0jkIwaa4,-qczUcQ-VjM,kgBAZXpVl-E,PQF6cBqSBS8,m69vo2uWSYo,t9Ed2mGk8wI",13,12704.45
1871,Ap1Kpc90fiw,crazykyle06,1112,Education,81,8987,4.16,25,51,"PQF6cBqSBS8,xJkgsy4kb7s,C9GRh_9sQBw,CfXwtSUzieU,nw0ZIc9M25k,mxu3MluKl8A,mS7eBwEHQS0,z9xwO5NCXaA,7xSk23MtlVI,2vOAWAAKfSI,ME5poSUc6ac,77O0jkIwaa4,Eh0ricf5n6Q",13,9067.16
