,Video ID,Video Uploader,Interval between YouTube Establishment and Video Upload,Video Category,Video Length,Number of Views,Rating on the Video,Number of Ratings,Number of Comments,Related Video IDs,Number of Related Videos,Video Popularity
2431,tEhBsMWPgXE,darkdemonassman69,534,Autos & Vehicles,216,412910,4.65,414,282,"aGrTZhgKp4E,UVC9qsfO8Gw,mhVYMl-XhH0,8yoUaH6wGLs,_nGsnURfCgs,vT5ZzdO_ER0,Y42hkT8mW5k,1paiHmm6fUM,5R6zB4n56kE,A8_BYLDXMUE,rWpFPeiRpIA,VqSOj17_Cm8,htMkF0siAZg",13,413610.65
2432,BqUG4DcqYFc,KircherSociety,717,Howto & Style,591,9493,4.73,15,16,"81gn2oLeC_U,MQ7N6V-YKJ8,gWVEGLJBjbU,1n2AICdVv3g,DNx7OH_QXzc,8qZzEMoTlMI,wZH7JLWpYcI,90Y0_iJrRl0,NBBuyypGDNo,HYASKjswVfY,d0XGEVQP4ZQ,SBwF7I5rOmk,IPPeXNWEFTc",13,9528.73
2433,zHcyT9-kyXo,GammyGoose,706,Entertainment,272,18994,4.97,74,68,"qznJdLgchO8,U0WSQ4Gi58o,nHOk834aXzk,4Fzrt3aSQUw,gFt5nejKaEg,KT3n7jSuxUk,LzuUCeWaRs8,oZiRCMqzTFU,VVwEN5X2PNg,C0Riy41DN64,3vESWPgv_Fk,kKoH6KiWO6Y,oGFoqZqWLIo",13,19140.97
2434,m2eMFdKlihM,theduderinok,795,News & Politics,571,10475,0,0,2,"MdTW4uU1uWk,2d7OXTnyyQQ,i8SweXp7MRA,7-02Q5kVZYk,CIEpdQVgwSM,0UP1OU9uQ2k,ixmCbKdlLmE,d5DZgudT7cc,R6QNzH4x1rY,fgxxclNQXjY,k1H9tpqazN4,bm54Y3CR5KM,ZQlpACCcq4Y",13,10477
2435,gWVEGLJBjbU,KircherSociety,716,Howto & Style,629,5092,5,15,7,"9MkB6NkQscI,IPPeXNWEFTc,iKRqNu23yUo,XKPCTJgpdgE,n_e7YegILrU,xz85bccF1hY,90Y0_iJrRl0,87rwkVJ_GYc,1VdSeDqU3EY,hcT8lKKpeXs,HYASKjswVfY,0Vx8DXpd96A,-lI5VVhCOyI",13,5119
2436,bm54Y3CR5KM,theduderinok,795,News & Politics,593,11975,0,0,4,"m2eMFdKlihM,i8SweXp7MRA,dDpmCRjx_k8,d5DZgudT7cc,KvmKOqCjyTQ,2d7OXTnyyQQ,ZKHrdL-rEuk,5ZYC38yLd8s,8Ni37bA5cD4,0UP1OU9uQ2k,0C5UtH55BxM,nleoo6JWfV8,HAqAfZucdU0",13,11979
2437,Wm_gQVAJLjQ,theduderinok,807,News & Politics,594,6571,0,0,2,"p71d3qpypJU,5ZYC38yLd8s,m2eMFdKlihM,IyzQyPm0Rpw,Ozw4n1Gju4g,nu99GRUUN6Y,gpgqCPFMkwU,1VNCeaxADws,vZHucMUEqGM,Dw7cNiysLxU,7-bqIMBPdkI,Ek8LE-LTu00,bm54Y3CR5KM",13,6573
2438,qRX57zprNdw,DaniFacch18,718,Music,171,2862007,4.77,6216,5088,"PMI2QhHn85Q,6Y_oPzPZiRU,ORosVxIg8Tg,XCMrGSbjieE,gheYf9kvBRw,0JbieSOsMIk,rJsZhiOhUVg,hGX-4BhAmfQ,G1G28NWjhL8,U-mp987uJ2w,13TXPdCVxds,od7BNY9HUEQ,Q815om4spds",13,2873315.77
2439,n0Aqq_xbo80,Benny0606,580,Entertainment,77,121581,4.94,109,78,"Nnc_iqbxaGs,_J1qRVf_AuA,_knNqSvkBc4,dbV4Kwv5bDk,qRX57zprNdw,JLNxnSQS-gA,UUz39oFWag0,eYL-15QxsNA,4hUhtLYhlhE,2uO2vLiN8l4,cKKDaBLP9cI,Sd_Ehn5Ok2Q,6Y_oPzPZiRU",13,121772.94
2440,4hUhtLYhlhE,jpdogfender,415,Entertainment,336,131662,4.89,190,89,"MJAUxzGhWwM,AK2ABpZ4F3s,3Jog_ZqBweI,7Ybi8zUkAQo,PWaDjG_DNW0,EpoIsM61NP4,52jkbJrTwBw,vQQ-phfORLE,KIzXqf8lND4,lqU83fseTWw,PyMxlqkCdaI,hjH79mkw--0,qRX57zprNdw",13,131945.89
2441,_QkqlOBkJXk,colonelblimpmusic,720,Music,167,149843,4.82,418,265,"qRX57zprNdw,gheYf9kvBRw,6Y_oPzPZiRU,HTuRpfZ-4TI,k4juliADQQY,WBqyEFyGaAM,n0Aqq_xbo80,PMI2QhHn85Q,rJsZhiOhUVg,G1G28NWjhL8,2Ju_FR1a8YA,XaGYyLuaP7o,ZKuk5WBKXq0",13,150530.82
2442,7Ybi8zUkAQo,dibotis,849,Music,165,26954,4.87,61,31,"h1obnPPSx5c,gY7Fh8jdBCc,Wby9ntdYpEk,K7BiOHINYUU,eYA0fdNSOOw,6gsUuZMpXHk,vQQ-phfORLE,0R-ZE-gFcBA,0ySssbggm20,fMdN9FOrJTk,Mf9x71lDsXY,VTV6QnPMMp8,Cj4XMooEhbc",13,27050.87
2443,sJ3aESalbmA,kingkongcato,706,Entertainment,150,13378,3.8,5,1,"uUi7cukA7p8,n0Aqq_xbo80,Tvp2lC_1k6g,bXRGjWTdTgs,rb_dvuAckBI,NmVDSHNk3dk,_J1qRVf_AuA,xB5pVNl_ioE,9rOA6ELhL9I,oStuvShUD0k,V4ewQkmhbyU,ql0rfNynY7c,5F-1XqVcAOU",13,13387.8
2444,vQQ-phfORLE,overlord74,755,Music,176,15524,4.96,91,79,"7Ybi8zUkAQo,pc1b1VYqDKQ,QLrCC6DskD0,fMdN9FOrJTk,h1obnPPSx5c,52jkbJrTwBw,MJAUxzGhWwM,68HuKltng9g,lqU83fseTWw,KIzXqf8lND4,AK2ABpZ4F3s,3Jog_ZqBweI,qRX57zprNdw",13,15698.96
2445,v5o0dwRc0HE,frousstax,454,Music,191,41569,4.83,120,31,"674PtHca8Kg,BsvMca0xG0c,TiBI3A2WcrE,UHFJX9lA8Gg,DXP1oLtPyDA,wVfv9X0y-UU,LN0gl0qJAgs,d2ztD8jgPhg,FgwXXoBhuhc,5gox6zrcoQI,9fQsoea0etg,p1sfJbc30B0,_J1qRVf_AuA",13,41724.83
2446,Ar4wljKzTGo,willgrip4food,488,Travel & Events,354,18794,4.61,36,26,"FVWTAR7Rh00,q5ZQH2Uzpew,z1q8UhcIu40,7DDsi8I8MUk,FLNq3doWkM4,pOEKxoZtMmM,4PwyymEmDsU,d0IypJwFQ2U,Pa0SY6RYJIo,oYzjQf2mC7M,n0Aqq_xbo80,TF_ArLUAYVk,g18HdsJrI8o",13,18860.61
2447,YxRGFGuHxVg,kingkongcato,627,Entertainment,139,20074,4.21,14,7,"uUi7cukA7p8,bXRGjWTdTgs,rb_dvuAckBI,5gC6JmWhpPQ,OQ7W1yg3FQQ,VSfVOOTFDp8,WN9XNIvmCbs,rNGh8nUPTWc,g09pKcRjYCk,2rz5L5ORC5o,oBfTqtu1ilc,4hUhtLYhlhE,wHU5E5qRzDo",13,20099.21
2448,13TXPdCVxds,brittanybyrne,718,Music,171,352212,4.76,962,659,"qRX57zprNdw,XCMrGSbjieE,gheYf9kvBRw,PMI2QhHn85Q,wQB3AptIOHc,XaGYyLuaP7o,ORosVxIg8Tg,rJsZhiOhUVg,G1G28NWjhL8,6Y_oPzPZiRU,od7BNY9HUEQ,7Vmj9pebXJY,xB67guV1dGg",13,353837.76
2449,IBDvlgRWGEg,ucielvai,652,Music,206,31693,4.64,64,77,"TvOMiqmYrmg,1OWUDpdGfZ0,RkcM3NJ9Xuc,XGBCyf3uTc0,T_6FucuOH3U,KTn3106KzDc,N0QSTz9nBzQ,ANG_XkdAH-8,K00V-vi0lLY,nMejjSWStaw,U0_XW295LFA,r1osrXtQj4A,KL8SsxuUE8w",13,31838.64
2450,Nnc_iqbxaGs,Savieriel,889,Music,317,78637,4.41,41,17,"PtcUxIK4PL4,UUz39oFWag0,_knNqSvkBc4,n0Aqq_xbo80,dcWRjVvCx3E,JXPW9XxjrSs,eYL-15QxsNA,Tvp2lC_1k6g,ICJkOquUkxw,bYdDnyEKows,JLNxnSQS-gA,onnnzEQDgio,_J1qRVf_AuA",13,78699.41
2451,6Y_oPzPZiRU,parlophone,1057,Music,119,129023,4.44,153,194,"HZyTOROlo9E,gw9wE1nutc4,eUmo_eFDYqE,ORosVxIg8Tg,gheYf9kvBRw,H23duyFoVLU,KrfWBPI1kME,YmifTtYyXto,G1G28NWjhL8,L1K3zYmJ8Jc,w_EHF172MOc,PMI2QhHn85Q,7Vmj9pebXJY",13,129374.44
2452,EThw00bHrJs,AlfieBoe,845,Music,270,15794,4.95,39,37,"5cS0lT0dQJA,V4WtsCjdupI,kDaQhz9qwYc,qpQ3HrmjjSc,bB4JQ-ts98A,6yMmJ1T7HV0,RUxY0-NthTI,ch7ZYWAEwvQ,hcyIZhcrLGM,nDczphR78FM,y8eiwEqbCJ0,DqVZVOOqnrg,V9PjzvGjVew",13,15874.95
2453,hnzrj6EmDOk,glitterpunk29,733,Music,160,4650,4.75,12,9,"cHi_-Env1tg,mkO2surQTxQ,-_JHZ9LqqWo,cEogDVJS3tM,Oc_Nhng58ag,jjhyR-FzS0k,5TWBQ1H0wnY,-3nr_D6xQFQ,_uGypkJFmXY,srgfBOPemMQ,NUrvdezII6k,Yk0A8zDdGzk,8GFevL6myqU",13,4675.75
2454,RUxY0-NthTI,AlfieBoe,826,Music,579,2930,5,5,6,"ch7ZYWAEwvQ,Ao6T8Lajkto,5wgcTzamA3I,V9PjzvGjVew,sgKqSTi7FL8,Cr2x6mdDJlc,zhhjpthharg,k4sDX_h7D4Y,y8eiwEqbCJ0,1CGS9YMYDKo,b0tpGfWjDes,k57gCRnXG4Q,AhgQi7cNTvE",13,2946
2455,EJkq1L4ecgs,RuneThandy,928,Entertainment,319,4667,4.95,20,6,"G4LiDmLuFL8,YOW-A_kBs7c,vv3Ooq5O7hI,2FjVJBAES7A,OO0E90LQ-WE,RHKuhAN0gFw,h0FZd2lFxV8,eAZMwqiRFK0,tD5lYv1i8yw,NVCpcFpJQwg,mxu0BQyc-6o,N6iTg6aOY5Y,obNzvEH3wvc",13,4697.95
2456,HTuRpfZ-4TI,CurlyNdStraight,602,Music,176,202473,4.22,500,340,"QZqIfbtwPFs,eUmo_eFDYqE,rJsZhiOhUVg,EEwDSK9CiS8,_QkqlOBkJXk,LIyziCTmy_8,6Y_oPzPZiRU,HZyTOROlo9E,N3Yqx1cjzBk,Q30pzYNgAmE,SEkglpOTVCw,XCMrGSbjieE,l96o6ZfdJlk",13,203317.22
2457,h-1biBBGOOI,DjKayC90,929,Music,186,31301,4.75,16,16,"lJw30h-kiYY,xZVdm-CnqW4,7bh9a_z8GzQ,-y5GQQdHZLE,6l2WRl1ntho,Zaw57YckTcc,wdR6wqgZooQ,uuH0YvZfObQ,Cef7HYPlACM,tOUSGaUrHxc,vB3VkKfilQI,-58GjFCupa4,V6JgeVWy5Ck",13,31337.75
2458,uuH0YvZfObQ,bamanda2,749,Music,656,324179,4.62,464,640,"0_zYd51eXBs,XQ8m0T-ag9A,u9tX3cRQNZ8,UJqQJ4p_p4M,FamSMoQE2DE,IIt0ola2HOQ,2alCpGhbReQ,BazBdnkvpN4,t0TdXM9Ez88,b_S8k5pS0-E,UZBEnCN4TdQ,gNXqk1sTUvc,_kfUsDe8slA",13,325287.62
2459,tOUSGaUrHxc,bamanda2,778,Music,637,2070346,4.67,3922,4239,"lPux26gm1xY,0_zYd51eXBs,vHvMt_oL-7M,Yw21xI0uOO0,UZBEnCN4TdQ,-LvMx90CdQk,f8C1I7NCQYM,MhZAFRaGHDs,uuH0YvZfObQ,tuSO21Zno9A,9WpERMtL-AY,LARWklyoymk,_kfUsDe8slA",13,2078511.67
2460,#NAME?,haifischkragen87,851,People & Blogs,416,700553,4.73,937,614,"M_2t2jH88H8,tOUSGaUrHxc,aQQMI_UrsVE,9WpERMtL-AY,LARWklyoymk,Yw21xI0uOO0,MhZAFRaGHDs,dKn1zFQ1Whw,NExOV-pfHKA,7bv2xWAjxUc,RcESidDP0rY,vHvMt_oL-7M,yzAml2XeMYM",13,702108.73
2461,UZBEnCN4TdQ,Nygel36,803,Music,608,551087,4.66,1080,827,"lPux26gm1xY,XQ8m0T-ag9A,hTPI8EH74-w,b_S8k5pS0-E,f8C1I7NCQYM,Q2M5FwJT--k,ISbdEJZet7k,ovCK97hFiSI,tuSO21Zno9A,uuH0YvZfObQ,qkqWoiqInVY,2alCpGhbReQ,gNXqk1sTUvc",13,552998.66
2462,lJw30h-kiYY,lallokum,954,Music,204,25961,4.72,29,28,"qTaUoyZmb5U,OHGYhmM2Fl8,xZVdm-CnqW4,qZUhUyqa77I,CiKhA9nIRx4,7bh9a_z8GzQ,tCd6ys7icr8,uuH0YvZfObQ,BpHTO2enayU,vB3VkKfilQI,Cef7HYPlACM,tOUSGaUrHxc,ABq4eKmhPyI",13,26022.72
2463,vB3VkKfilQI,danielomiguel,1062,Music,594,21524,4.58,24,10,"mh4m-uvxXzc,YUFE-AxdBwI,5H7N4st6axQ,sx-KP8K5P1w,SNS3U67ZkIc,h-1biBBGOOI,0_zYd51eXBs,lJw30h-kiYY,HP7HAvbib9Q,Co2MnALkpU4,tP-9UOvWaao,nWvwRqv8XaM,zpIu27tfjuM",13,21562.58
2464,562Y5I_0zGE,wolf7988,796,Music,439,22954,4.33,39,32,"YnM408gK6Ok,7bh9a_z8GzQ,B1iosBN0vSw,tOUSGaUrHxc,mbme4sP1BRs,h-1biBBGOOI,wtPUsvF8IVI,Bs3zBzBSL28,sT_vERPpu3I,Cef7HYPlACM,UZBEnCN4TdQ,dTH58Mtce20,lJw30h-kiYY",13,23029.33
2465,xZVdm-CnqW4,Kornelinho,930,Music,600,16873,4,12,7,"n9O_adsCabo,6Eu6wqswmXc,lJw30h-kiYY,ma9cdejCNxo,UZBEnCN4TdQ,uuH0YvZfObQ,7bh9a_z8GzQ,h9NrJj_Bejw,jImJ6Lsn2M0,tOUSGaUrHxc,XQ8m0T-ag9A,5uhV24R7Dd4,Cef7HYPlACM",13,16896
2466,mXbC14UnL7w,superpiri,1072,Music,524,8217,4.71,35,35,"6w0alLBvubc,5_jvz2xNsuk,nwODzscXKt8,gyRSWSDnESI,0XZmZxV1E7o,6SeU-LM94cI,ZJ6ZZ0TvgEg,YzL4AecWb9Q,VX-SqdVzV4A,AX2TzbLj31c,tOUSGaUrHxc,9T8muUBp_e4,wf9nzqfZsPU",13,8291.71
2467,nwODzscXKt8,ElectroBoy1994,1040,Music,633,6286,4.45,11,7,"mDaJoJ_OXAI,ioNfK9692Zk,mXbC14UnL7w,2lBxjog0oQg,6j2PLLWYtR0,Upl9mebz0iA,iGM5gkSFrLU,hNHV4SZ73YE,o9aw_GqLIOM,f6XJ98-BjAQ,wf9nzqfZsPU,1OmwBmSz2GQ,8bAm7exQTrg",13,6308.45
2468,KTAq370HrXM,Maudio13,1090,Music,606,5833,4.67,21,41,"HALVKNoHuqU,oE1U3w0ksCg,KrvIB4KoFes,RhCbTGMfa2I,jil48TCMEQo,3vZmXUGrS5c,gfqsRgGMv0A,aMuZO_ppd-Q,4t61q7nu3x0,DG1vHMqBZgg,AndzdfpQIXo,vB3VkKfilQI,LGIHOsg17UQ",13,5899.67
2469,hbttGbTMKK0,alsey00,1026,Music,600,10800,4.72,29,22,"SEt2nHju7bI,h-1biBBGOOI,uPLZndIHKEc,D7DDDD120RU,VLQgN9LQMuM,p4d66JwjBP0,s8Icppe5F5E,BWOeRynqQ6I,RGikj4OA92I,ACIcJH5HprU,lJw30h-kiYY,Er_W75mY2pQ,uuH0YvZfObQ",13,10855.72
2470,O61Do03ZCjw,hidekatsu,284,Music,62,7553998,4.69,16334,5932,"yH8b5ruc_-E,leEsz9ci5XE,LAyF9GisNqo,egPgU5kAjKE,HPPj6viIBmU,55zkzF8Tdvg,V0Y5sTchMYs,jF-kELmmvgA,9gvqpFbRKtQ,0o_J5QzQs3g,9RlJkSDLdJ8,0Q8DriPCX2o,ATBl4qH9I54",13,7576268.69
2471,9gvqpFbRKtQ,antisubliminal,515,News & Politics,110,1074453,4.74,1790,1544,"wRDsZJ6edCM,0pxW6Y4gYIU,leEsz9ci5XE,V0Y5sTchMYs,HPPj6viIBmU,hNxhrPaaCA4,0Q8DriPCX2o,WTmuROV842w,Pl4Hggd8QJo,yH8b5ruc_-E,DCyPTM2FJgA,iiNQc4RomWE,RkBiYpD3SDc",13,1077791.74
2472,leEsz9ci5XE,OMGHEISRETARDEDLOL,380,Comedy,126,5322084,4.63,13491,4807,"yH8b5ruc_-E,HPPj6viIBmU,2eMkth8FWno,V0Y5sTchMYs,0Q8DriPCX2o,hNxhrPaaCA4,N--g65u9nRs,wRDsZJ6edCM,TqI2a6l1I4A,0-TyLBD54j8,rVX9tM_gMNs,luVjkTEIoJc,teMlv3ripSM",13,5340386.63
2473,EBM854BTGL0,fistofblog,1102,People & Blogs,90,5766247,4.72,33172,17602,"kG1hkBXh6lc,wgrrQwLdME8,RNVilbs5fE4,tUrCF7fpViw,PUa_Ox5b1g4,Fk-1mla0LeU,V0Y5sTchMYs,VwJIlHalLGQ,w1LhJE6RMUk,wRDsZJ6edCM,YVNgnp3HuO8,HPPj6viIBmU,O61Do03ZCjw",13,5817025.72
2474,_qEWhrjYg_o,dellwho,1093,Film & Animation,107,348367,4.63,1442,433,"pT6XYtlIGj0,O61Do03ZCjw,OFZBz3ZiQbk,K3GVvwUOnsg,I6ztELvY8Hs,AtSYLGXnnE8,V0Y5sTchMYs,leEsz9ci5XE,oHHPyTf7gcY,wRDsZJ6edCM,WTmuROV842w,dQRC_KuLT0A,dOwNwsxaW5k",13,350246.63
2475,wRDsZJ6edCM,jonsandys,558,Entertainment,150,2472092,4.39,3659,3766,"leEsz9ci5XE,9gvqpFbRKtQ,O61Do03ZCjw,hNxhrPaaCA4,0Q8DriPCX2o,1camgZlm03Q,PQBRSwZiYS4,lpp0sONigrw,HPPj6viIBmU,yH8b5ruc_-E,V0Y5sTchMYs,jMAmUgMNIWE,WTmuROV842w",13,2479521.39
2476,WTmuROV842w,tonymines01,464,Film & Animation,170,845436,4.67,1802,721,"kYfibSaDHrM,O61Do03ZCjw,JCulNkGmZ-0,V0t7MbeKVH8,GPYbTZQq4YU,yH8b5ruc_-E,leEsz9ci5XE,9gvqpFbRKtQ,gO6rqAJ3mGc,V0Y5sTchMYs,hNxhrPaaCA4,wRDsZJ6edCM,DCyPTM2FJgA",13,847963.67
2477,HPPj6viIBmU,raze7ds,334,Entertainment,108,5565385,4.24,13314,22567,"O61Do03ZCjw,GRiJVMASwjI,leEsz9ci5XE,YvEibGgp-GA,2URImmLYAsQ,V0Y5sTchMYs,M2Ize9piRWw,9gvqpFbRKtQ,_T4oX5vrnZI,SEM3a7znNE8,j6sUnzKinmQ,UEO_PAeRFfc,mNbLCA4WHCk",13,5601270.24
2478,yH8b5ruc_-E,259,730,Entertainment,149,5239520,4.81,19753,8567,"-bSU8IleR1w,leEsz9ci5XE,0_T-RGXKGS8,lWKHbSxnfB8,0Q8DriPCX2o,m7x1lqQULTo,Pl4Hggd8QJo,vQbYvjmfbr4,EVJjP2Jsj1g,493ljyoox6o,04NDE_Iim-I,hNxhrPaaCA4,B2froiUsU4U",13,5267844.81
2479,hNxhrPaaCA4,borg359,373,Entertainment,424,3062136,4.59,11420,11513,"0Q8DriPCX2o,wRDsZJ6edCM,JXnPG19npW8,cJFLgNCDug0,luVjkTEIoJc,O61Do03ZCjw,eBXal1GAA4A,WTmuROV842w,HPPj6viIBmU,EkTpUxh8Vxc,V0Y5sTchMYs,yH8b5ruc_-E,9SrFsckGgVc",13,3085073.59
2480,V0t7MbeKVH8,guiverissimo,444,Film & Animation,121,2044382,4.53,1524,572,"9RlJkSDLdJ8,I7_JgFQCudM,egPgU5kAjKE,cJFLgNCDug0,JCulNkGmZ-0,TE7n25Qzcsc,WP2aMlqjb8Y,WTmuROV842w,yH8b5ruc_-E,55zkzF8Tdvg,ngx0L8lnw3I,GPYbTZQq4YU,fIXByCAIzos",13,2046482.53
2481,rIt1LfMntro,joeblo9119,1111,Film & Animation,252,215775,4.87,600,262,"TtRU25790XI,5mwBpuhuWEQ,wQH1ui1QS4Y,wtCB8KlgI_g,O61Do03ZCjw,ckhasegf2wA,anjdOXz7paw,aqfpN5B-MHs,9gvqpFbRKtQ,wRDsZJ6edCM,JWsBeTnUl2c,0Cr0spERycI,7iJK79p4cf0",13,216641.87
2482,0dykGRGzzVA,JaMeS159,480,Film & Animation,300,933781,4.82,5316,2530,"8LoAVKNXR-Q,8NE5elL30w4,gonC2NG5j1o,GpuEMSH6zB4,mBjj1iDYT84,XD3FyJU51kM,qOwXIarEpzI,leEsz9ci5XE,V0Y5sTchMYs,3GJOVPjhXMY,GttSFx5q1WE,O61Do03ZCjw,DASfcnxl7Dk",13,941631.82
2483,nWr6ec2zEyE,parice,337,Comedy,611,1142880,4.83,6434,1681,"yH8b5ruc_-E,kYfibSaDHrM,WTmuROV842w,O61Do03ZCjw,4wGR4-SeuJ0,leEsz9ci5XE,xjQCO-RZ-0s,hNxhrPaaCA4,M2Ize9piRWw,byMClFz6w-w,EFKaLfs68Sk,wRDsZJ6edCM,VuzFzs0hPKc",13,1150999.83
2484,OVDfk0kQEuQ,Kanadkun,645,Comedy,185,346124,4.7,563,166,"8RrBPA3R7q0,MMo9Lqp3yIc,jrE1CB9nzR8,cqwnWZvlt4k,dL1ZTLNC--U,TLmM87r1ft4,wRDsZJ6edCM,oe42qrANlG4,1ApKy0PJvCQ,i4D7yXmiWfw,BEBF1nFb2hU,DCyPTM2FJgA,xfxW6DPG2h8",13,346857.7
2485,zxX0DKE3oqw,XxDavidZullenxX,494,Film & Animation,105,499968,4.71,1450,1423,"yGM6WChPj_k,yF7WoWNIaog,VysVxz2_rQg,VuzFzs0hPKc,hNxhrPaaCA4,185Na2vz3D8,RkBiYpD3SDc,7da3iwxMUjU,yH8b5ruc_-E,fMDNpWEXhIo,bkYvXmD94e0,leEsz9ci5XE,nWr6ec2zEyE",13,502845.71
2486,TLmM87r1ft4,digitaldave1234,831,Entertainment,284,186387,4.68,611,31,"OSrBftHfmUI,DCyPTM2FJgA,Q052CVnDSBI,nJ-xoIziMmQ,wRDsZJ6edCM,185Na2vz3D8,0pxW6Y4gYIU,0fT7adlDfGQ,B9VHqPvsoGs,Pl4Hggd8QJo,cWUp2MhVvwQ,RkBiYpD3SDc,qz9uLFdfacM",13,187033.68
2487,Wffwg7pA0t8,AlanSmithee388,896,People & Blogs,173,2192802,4.12,3162,3983,"-mB_XLq6g1g,KV9b7Vuvaw8,-6u22A_Xy2E,Nu8pexPNRAU,hVCt8-WQiDY,KtcTj3WR7nw,0Q8DriPCX2o,Pr7ifB8JF-w,wpbeUtU8mXc,AmyAjgEqtH8,D3Kl6ZFzgHU,yH8b5ruc_-E,hNxhrPaaCA4",13,2199951.12
2488,b0sc-gS9AqM,cybwerwolf,653,Comedy,208,545196,4.87,2418,1832,"zFYO81F9MZ4,fNKJUsfNVtw,3HLnxo2VBUE,n6lzEhoXads,A6OselVRTsM,8LSP7zFIWX0,x2DxyAGzGxM,NIdSpdEB4Ew,4KF55MVyIfQ,4_11eSlxtbE,JeAgPiCi94o,2eI_ASEqXuM,gLvhJ0m5ask",13,549450.87
2489,RkBiYpD3SDc,VideoGameTrailers007,878,Entertainment,120,922669,4.85,1837,2677,"QO6rIZDblio,XD3FyJU51kM,qx99zXWw62A,IYB_pv4KqyU,I6FbhqCnOvs,4mBcS8vQL2Y,185Na2vz3D8,wRDsZJ6edCM,kYfibSaDHrM,9gvqpFbRKtQ,VuzFzs0hPKc,HfdifzbRP-U,Ylv239eiBnU",13,927187.85
2490,razq7QIALSg,GiR2007,901,Howto & Style,214,499698,4.26,2844,2648,"Qno7JxNJw5g,PnCVZozHTG8,4BPqdJ-9I6c,u9E9HpuJQ7U,-CaHPMPckcE,YIvr3Jcae-c,kUPahw2Ady4,HFIm5Owg8co,Q9UKXtl1YB8,gO8EiScBEjA,XhlV0leeNLM,TWytlGFpsmo,MxpCsekOojY",13,505194.26
2491,Qno7JxNJw5g,GiR2007,947,Howto & Style,181,86587,4.66,473,354,"UG5gO4nlLRQ,4BPqdJ-9I6c,TWytlGFpsmo,PnCVZozHTG8,YIvr3Jcae-c,Q9UKXtl1YB8,-fjTlpuEzkA,gLlzNiRsF8g,RGdjjNNfnac,HFIm5Owg8co,jOnig91kZQg,IArXRkWV5g8,MT_OwJtEybc",13,87418.66
2492,kUPahw2Ady4,Faustuss1,890,Comedy,358,15932,4.66,105,117,"AaytSVgfnJM,IArXRkWV5g8,SPQsc0LDT20,3wnX1aaCn7A,ps8ONsunaRY,Qno7JxNJw5g,VgpvbHvAT3g,bCPLrLvQZso,jrRHXF5FWEk,ZzuGxkWLops,ohvxkqX5pcA,hGoaiq64al4,mIHfbXD5O9g",13,16158.66
2493,IArXRkWV5g8,Lotarro,983,Howto & Style,417,3503,4.39,28,57,"kUPahw2Ady4,Qno7JxNJw5g,ZzuGxkWLops,ohvxkqX5pcA,mIHfbXD5O9g,jrRHXF5FWEk,Wwr2OfzJ0mw,H-le7ZHMuOQ,ps8ONsunaRY,iy3jMTJlGbc,PnCVZozHTG8,UG5gO4nlLRQ,hGoaiq64al4",13,3592.39
2494,ZzuGxkWLops,Epapep,1088,Entertainment,476,1515,5,13,14,"razq7QIALSg,j7XKoMiBpCw,kUPahw2Ady4,ohvxkqX5pcA,hGoaiq64al4,NLCH-1MwtQ4,iQwhz1T9V-k,Qno7JxNJw5g,zsAprfIPQ9M,aUEWyOUGkdI,2Ezpgf0fE8U,ps8ONsunaRY,mIHfbXD5O9g",13,1547
2495,ohvxkqX5pcA,dacrunch,891,Comedy,365,4747,4.8,44,39,"razq7QIALSg,ps8ONsunaRY,hGoaiq64al4,j7XKoMiBpCw,6xXkjxMpA5Q,mIHfbXD5O9g,Qno7JxNJw5g,NLCH-1MwtQ4,IArXRkWV5g8,jrRHXF5FWEk,LRFOqDa8RIM,kUPahw2Ady4,XW6ZxNSuwow",13,4834.8
2496,i5gKxM4XlkU,EasyLiving,910,People & Blogs,268,8046,3.86,14,1,"hpBqGiYJxvc,i2uKf1Ujlls,7PV5bvCODRo,48RbpaWIzfQ,h38tCHa8w9M,p_CBzerJYKc,fX7vhjdCk04,hC7_jTfalLs,QHllAtzMEdg,_kWX3SJUpO0,Y2G2RI3qxFg,XWkcpM8yzmk,xwJeo4KUuCU",13,8064.86
2497,3xN5BzKYye4,darkcloud3388,903,Entertainment,327,29452,4.91,92,69,"6aZXeSCmwqQ,Egz23aYHe04,auAaXNTVATk,3j1hXpWvMpI,YqIWZ6yGoBg,XBHOWcWWrYI,Q70eccP56gs,soaGnAEe0oo,QL98UUovxJQ,uqNeNOJDsug,JLgvk3utJzc,unWgKuDcGQ4,VKEPPw5Jd2M",13,29617.91
2498,NLCH-1MwtQ4,winkles1,1123,Comedy,464,1089,5,11,12,"j2HQ-G2huRQ,ohvxkqX5pcA,vHySGj2APZk,hGoaiq64al4,Y9tIFwRzYhk,ZzuGxkWLops,F0sDg_J2G78,xex9C0OFCSE,O7wyOXVezlc,kn7yJ5fgwao,gCCCr-GgMOM,IArXRkWV5g8,u9bklFM2ycY",13,1117
2499,ENr9CCc3qiU,lucky13studios,1078,Howto & Style,618,500,5,5,8,"rvLAoCuzZw4,I0NCxVcdlL4,NA62P-uGu6E,u7vrXKL6nyg,ieNfgzP1JzQ,xFd4fX-Qaus,72aHqkhPu0U,wYrhWHQ6pb0,VWS0FZEqdJA,KldtyPBlOoY,He1_A55k4g0,zbY33x0nbvE,7vQcUi03Org",13,518
